Time (sec), Heater 1 (%),Temperature 1 (degC), Energy balance (degC), FOPDT (degC)
1.165740752696990967e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.542096212398030275e+01,6.446972724105009434e+01
1.167017713069915771e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.542561452102302155e+01,6.448063259343405207e+01
1.168280325174331665e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.543015225194307050e+01,6.449130191184545424e+01
1.169620809078216553e+03,8.500000000000000000e+01,6.537099999999999511e+01,6.543490290745688753e+01,6.450250707350670609e+01
1.170923739194869995e+03,8.500000000000000000e+01,6.537099999999999511e+01,6.543945529483613655e+01,6.451327901792816988e+01
1.172406807184219360e+03,8.500000000000000000e+01,6.533899999999999864e+01,6.544456008176638306e+01,6.452539875620365706e+01
1.173652722358703613e+03,8.500000000000000000e+01,6.504900000000000659e+01,6.544878604937048294e+01,6.453546532770354816e+01
1.174974132061004639e+03,8.500000000000000000e+01,6.504900000000000659e+01,6.545320665063297838e+01,6.454602827499692808e+01
1.176251760721206665e+03,8.500000000000000000e+01,6.504900000000000659e+01,6.545742145785612820e+01,6.455613124369148181e+01
1.177515275478363037e+03,8.500000000000000000e+01,6.504900000000000659e+01,6.546153312951088310e+01,6.456601737291649101e+01
1.178823355197906494e+03,8.500000000000000000e+01,6.504900000000000659e+01,6.546573137179154855e+01,6.457614311510030802e+01
1.180079857349395752e+03,8.500000000000000000e+01,6.501699999999999591e+01,6.546970883116836148e+01,6.458576621418836794e+01
1.181371814012527466e+03,8.500000000000000000e+01,6.504900000000000659e+01,6.547374286249572606e+01,6.459555633814886733e+01
1.182652797222137451e+03,8.500000000000000000e+01,6.537099999999999511e+01,6.547768766456641742e+01,6.460515979869583703e+01
1.183984056949615479e+03,8.500000000000000000e+01,6.537099999999999511e+01,6.548173011384841402e+01,6.461503214240875081e+01
1.185244817018508911e+03,8.500000000000000000e+01,6.562900000000000489e+01,6.548550547533682220e+01,6.462428123809569058e+01
1.186631997346878052e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.548960069582079768e+01,6.463434611717001133e+01
1.187914614915847778e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.549333322427207804e+01,6.464354936915594863e+01
1.189228161096572876e+03,8.500000000000000000e+01,6.572599999999999909e+01,6.549710276134101150e+01,6.465287314149477993e+01
1.190476086139678955e+03,8.500000000000000000e+01,6.575799999999999557e+01,6.550063497209970365e+01,6.466163708293223067e+01
1.191721174478530884e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.550411221472893430e+01,6.467029074367860630e+01
1.193045158147811890e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.550775906827027484e+01,6.467939477392437198e+01
1.194292089939117432e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.551114650541319406e+01,6.468787761412120574e+01
1.195541244745254517e+03,8.500000000000000000e+01,6.604800000000000182e+01,6.551449472726505974e+01,6.469628765368534573e+01
1.196805640697479248e+03,8.500000000000000000e+01,6.627299999999999613e+01,6.551783829324529052e+01,6.470471161762003476e+01
1.198130951404571533e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.552129447393463124e+01,6.471344666120668876e+01
1.199397257328033447e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.552455105544936487e+01,6.472170316394627321e+01
1.200651604413986206e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.552773343838043729e+01,6.472979624527208387e+01
1.201884882211685181e+03,8.500000000000000000e+01,6.637000000000000455e+01,6.553082077444076958e+01,6.473767133515333683e+01
1.203193992137908936e+03,8.500000000000000000e+01,6.637000000000000455e+01,6.553405344610399652e+01,6.474594257015795051e+01
1.204459893465042114e+03,8.500000000000000000e+01,6.659600000000000364e+01,6.553713641246179122e+01,6.475385544545514449e+01
1.205719110250473022e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.554016172486996084e+01,6.476164415656506890e+01
1.207042340755462646e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.554329698558058226e+01,6.476974122312662985e+01
1.208273765325546265e+03,8.500000000000000000e+01,6.614499999999999602e+01,6.554617488523524571e+01,6.477719672566644249e+01
1.209523025989532471e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.554905576972714698e+01,6.478468244050793601e+01
1.210759411811828613e+03,8.500000000000000000e+01,6.598300000000000409e+01,6.555186909144583751e+01,6.479201467359848721e+01
1.212054873704910278e+03,8.500000000000000000e+01,6.588700000000000045e+01,6.555477696996371151e+01,6.479961663299276609e+01
1.213289338588714600e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.555751046485033839e+01,6.480678468907039758e+01
1.214522665977478027e+03,8.500000000000000000e+01,6.588700000000000045e+01,6.556020542464676737e+01,6.481387288000297531e+01
1.215781758069992065e+03,8.500000000000000000e+01,6.595099999999999341e+01,6.556292004314474298e+01,6.482103438707474652e+01
1.217104021310806274e+03,8.500000000000000000e+01,6.575799999999999557e+01,6.556573155330517011e+01,6.482847474691536149e+01
1.218325131177902222e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.556829268422643509e+01,6.483527348084848541e+01
1.219541043043136597e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.557080969508155022e+01,6.484197487940248550e+01
1.220817382812500000e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.557341661456325710e+01,6.484893665406931973e+01
1.222102932691574097e+03,8.500000000000000000e+01,6.562900000000000489e+01,6.557600640515232726e+01,6.485587421368751393e+01
1.223340691566467285e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.557846629098349922e+01,6.486248400296750560e+01
1.224581300973892212e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.558089918541639918e+01,6.486904095320079477e+01
1.225881509542465210e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.558341434668312786e+01,6.487584053602191148e+01
1.227169944763183594e+03,8.500000000000000000e+01,6.588700000000000045e+01,6.558587225999434622e+01,6.488250626247175035e+01
1.228399343013763428e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.558818598671439304e+01,6.488880018120718773e+01
1.229628304958343506e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.559046850180811816e+01,6.489502774841128030e+01
1.230914862155914307e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.559282587193359859e+01,6.490147919765860252e+01
1.232145700454711914e+03,8.500000000000000000e+01,6.630599999999999739e+01,6.559505080071824068e+01,6.490758684049367844e+01
1.233394357442855835e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.559727802977397459e+01,6.491371922026289099e+01
1.234662558555603027e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.559950969560719614e+01,6.491988261063050913e+01
1.235878617525100708e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.560162118780738183e+01,6.492573173154733013e+01
1.237108679771423340e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.560372906985332975e+01,6.493158821192237440e+01
1.238342628479003906e+03,8.500000000000000000e+01,6.627299999999999613e+01,6.560581576312756624e+01,6.493740318818414892e+01
1.239620680332183838e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.560794802724200281e+01,6.494336329215363435e+01
1.240872235298156738e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.561000785385380141e+01,6.494913863444156732e+01
1.242119547367095947e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.561203327982445899e+01,6.495483477977501252e+01
1.243346210479736328e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.561399883313191594e+01,6.496037917742827972e+01
1.244714608669281006e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.561616110874706465e+01,6.496649769340592684e+01
1.245945028305053711e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.561807834420341123e+01,6.497194000862495500e+01
1.247211088180541992e+03,8.500000000000000000e+01,6.553199999999999648e+01,6.562002479420402778e+01,6.497748201812524371e+01
1.248478474140167236e+03,8.500000000000000000e+01,6.559699999999999420e+01,6.562194690092377414e+01,6.498297157758521791e+01
1.249728536367416382e+03,8.500000000000000000e+01,6.537099999999999511e+01,6.562381722452403210e+01,6.498832960220838117e+01
1.250947299957275391e+03,8.500000000000000000e+01,6.537099999999999511e+01,6.562561665219493534e+01,6.499350001190785520e+01
1.252178735494613647e+03,8.500000000000000000e+01,6.537099999999999511e+01,6.562741097624626718e+01,6.499867111772195472e+01
1.253489204883575439e+03,8.500000000000000000e+01,6.556399999999999295e+01,6.562929452783816942e+01,6.500411613353109885e+01
1.254722828626632690e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.563104351273460679e+01,6.500918780423873500e+01
1.255936749219894409e+03,8.500000000000000000e+01,6.569299999999999784e+01,6.563274204287176872e+01,6.501412783402717821e+01
1.257191221475601196e+03,8.500000000000000000e+01,6.591899999999999693e+01,6.563447415600666091e+01,6.501918065335428309e+01
1.258500896930694580e+03,8.500000000000000000e+01,6.598300000000000409e+01,6.563625771566358935e+01,6.502439976509307940e+01
1.259762188434600830e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.563795177958905924e+01,6.502937250678837700e+01
1.260996128320693970e+03,8.500000000000000000e+01,6.614499999999999602e+01,6.563958699953411724e+01,6.503418709419565857e+01
1.262337826013565063e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.564134055641989107e+01,6.503936625413790296e+01
1.263794931173324585e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.564321649179225915e+01,6.504492569800277124e+01
1.265037846565246582e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.564479356919770225e+01,6.504961486222509848e+01
1.266277932167053223e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.564634617048000109e+01,6.505424519700869723e+01
1.267604620218276978e+03,8.500000000000000000e+01,6.630599999999999739e+01,6.564798442043530713e+01,6.505914620141257387e+01
1.268831625223159790e+03,8.500000000000000000e+01,6.617700000000000671e+01,6.564947888964900358e+01,6.506363098228013087e+01
1.270093729972839355e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.565099565829075345e+01,6.506819645981494205e+01
1.271326181411743164e+03,8.500000000000000000e+01,6.607999999999999829e+01,6.565245703719364201e+01,6.507260857134710363e+01
1.272631742954254150e+03,8.500000000000000000e+01,6.624099999999999966e+01,6.565398411155274516e+01,6.507723324999254544e+01
1.273860055446624756e+03,8.500000000000000000e+01,6.604800000000000182e+01,6.565540136562168527e+01,6.508153859180038125e+01
1.275081157684326172e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.565679184921185652e+01,6.508577520103804659e+01
1.276359355211257935e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.565822790605687942e+01,6.509016396172742702e+01
1.277619596242904663e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.565962457627637150e+01,6.509444554137959926e+01
1.278830665588378906e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.566094901555686647e+01,6.509851791190760650e+01
1.280048371553421021e+03,8.500000000000000000e+01,6.611199999999999477e+01,6.566226341962732249e+01,6.510257137023580754e+01
1.281329485416412354e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.566362779901413660e+01,6.510679172970618822e+01
1.282558741331100464e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.566491937821183456e+01,6.511079911583330215e+01
1.283810906171798706e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.566621757606338861e+01,6.511483919783202623e+01
1.285166202306747437e+03,8.500000000000000000e+01,6.640200000000000102e+01,6.566760312382945131e+01,6.511916478287014343e+01
1.286656554698944092e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.566910359771770800e+01,6.512386535513573449e+01
1.287919620513916016e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.567035651970701338e+01,6.512780361603009283e+01
1.289179046392440796e+03,8.500000000000000000e+01,6.669199999999999307e+01,6.567158898467960171e+01,6.513168947023797273e+01
1.290505622148513794e+03,8.500000000000000000e+01,6.682099999999999795e+01,6.567286922388194625e+01,6.513573864608633812e+01
1.291930444717407227e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.567422407373464921e+01,6.514003813551812527e+01
1.293226815938949585e+03,8.500000000000000000e+01,6.688599999999999568e+01,6.567543884928232956e+01,6.514390590763305511e+01
1.294456422328948975e+03,8.500000000000000000e+01,6.682099999999999795e+01,6.567657549987762877e+01,6.514753607365182120e+01
1.295719675779342651e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.567772769292901103e+01,6.515122703922082792e+01
1.296961065292358398e+03,8.500000000000000000e+01,6.669199999999999307e+01,6.567884478222993039e+01,6.515481646685188366e+01
1.298204878807067871e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.567994918152209038e+01,6.515837585445473223e+01
1.299436787366867065e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.568102853119734164e+01,6.516186499512842545e+01
1.300729802131652832e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.568214613185125472e+01,6.516548888243218585e+01
1.302010821104049683e+03,8.500000000000000000e+01,6.682099999999999795e+01,6.568323812947539864e+01,6.516904084886641613e+01
1.303255292892456055e+03,8.500000000000000000e+01,6.669199999999999307e+01,6.568428464830918756e+01,6.517245535740519813e+01
1.304561971902847290e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.568536849793838428e+01,6.517600264010114586e+01
1.305809870958328247e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.568638945356519798e+01,6.517935448172315205e+01
1.307038903951644897e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.568738165686244201e+01,6.518262175423139126e+01
1.308303451776504517e+03,8.500000000000000000e+01,6.672499999999999432e+01,6.568838892333815238e+01,6.518594869372161327e+01
1.309629178047180176e+03,8.500000000000000000e+01,6.688599999999999568e+01,6.568943030410866868e+01,6.518939914935401703e+01
1.310862754106521606e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.569038603803221577e+01,6.519257570895923948e+01
1.312104309558868408e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.569133522468843012e+01,6.519574001385487350e+01
1.313352035522460938e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.569227643355424107e+01,6.519888723259319363e+01
1.314655952692031860e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.569324661608527549e+01,6.520214140492349486e+01
1.315941589117050171e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.569418995530702432e+01,6.520531552023099664e+01
1.317194060325622559e+03,8.500000000000000000e+01,6.659600000000000364e+01,6.569509648839681404e+01,6.520837522354968030e+01
1.318506140470504761e+03,8.500000000000000000e+01,6.637000000000000455e+01,6.569603315010704137e+01,6.521154648035042101e+01
1.319737621068954468e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.569690031618165449e+01,6.521449155045908697e+01
1.320965162038803101e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.569775334240171105e+01,6.521739727405113740e+01
1.322212421417236328e+03,8.500000000000000000e+01,6.630599999999999739e+01,6.569860860300377681e+01,6.522031938594926714e+01
1.323502980470657349e+03,8.500000000000000000e+01,6.601600000000000534e+01,6.569948155042669669e+01,6.522331113904238009e+01
1.324768163442611694e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.570032564004162623e+01,6.522621299836109188e+01
1.325996109485626221e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.570113396430957664e+01,6.522900034329461505e+01
1.327284894943237305e+03,8.500000000000000000e+01,6.662800000000000011e+01,6.570197092508823289e+01,6.523189527334092475e+01
1.328675486803054810e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.570286107497440753e+01,6.523498420981968593e+01
1.329929974079132080e+03,8.500000000000000000e+01,6.675700000000000500e+01,6.570365274304060677e+01,6.523774026984969510e+01
1.331204794406890869e+03,8.500000000000000000e+01,6.688599999999999568e+01,6.570444636488520018e+01,6.524051163991612157e+01
1.332530338048934937e+03,8.500000000000000000e+01,6.678900000000000148e+01,6.570526009619305796e+01,6.524336222640994265e+01
1.333772077560424805e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.570601191646306916e+01,6.524600417746967196e+01
1.335002830743789673e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.570674723298009212e+01,6.524859591535333436e+01
1.336276247739791870e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.570749785441080348e+01,6.525124966187749465e+01
1.337647284984588623e+03,8.500000000000000000e+01,6.704699999999999704e+01,6.570829460047269777e+01,6.525407553770160973e+01
1.338897783041000366e+03,8.500000000000000000e+01,6.723999999999999488e+01,6.570901111072851108e+01,6.525662496492435594e+01
1.340158231258392334e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.570972362690361024e+01,6.525916793312137543e+01
1.341399221420288086e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.571041576050242838e+01,6.526164568431576640e+01
1.342787764072418213e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.571117930994057588e+01,6.526438783154853240e+01
1.344030668497085571e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.571185315575849017e+01,6.526681559872289995e+01
1.345324341297149658e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.571254501625202238e+01,6.526931596607917641e+01
1.346651932239532471e+03,8.500000000000000000e+01,6.733700000000000330e+01,6.571324506983677338e+01,6.527185401758278260e+01
1.347929209470748901e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.571390921255226658e+01,6.527426952007401439e+01
1.349189435243606567e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.571455559880615738e+01,6.527662771042038514e+01
1.350461380243301392e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.571519916424165331e+01,6.527898285055738370e+01
1.351794800519943237e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.571586444061784960e+01,6.528142516238165172e+01
1.353064740896224976e+03,8.500000000000000000e+01,6.711100000000000421e+01,6.571648922587110064e+01,6.528372610740717619e+01
1.354326305627822876e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.571710148976995924e+01,6.528598789341319275e+01
1.355638700723648071e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.571772966020648710e+01,6.528831571130027100e+01
1.356901036262512207e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.571832555187819480e+01,6.529053084487100023e+01
1.358185025930404663e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.571892341492400647e+01,6.529276019857951496e+01
1.359448524713516235e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.571950372348612746e+01,6.529493081147224132e+01
1.360773305416107178e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.572010376132908505e+01,6.529718229148031128e+01
1.362051263570785522e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.572067453695495942e+01,6.529933076877848919e+01
1.363324517726898193e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.572123545508026154e+01,6.530144870389025868e+01
1.364673775196075439e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.572182152575857117e+01,6.530366867353546922e+01
1.365930935859680176e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.572235998194383910e+01,6.530571477052444607e+01
1.367222582340240479e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.572290567110309212e+01,6.530779478801930793e+01
1.368487208127975464e+03,8.500000000000000000e+01,6.685399999999999920e+01,6.572343264230408977e+01,6.530980971605957563e+01
1.369834082365036011e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.572398605423478557e+01,6.531193246755751147e+01
1.371084296941757202e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.572449261565890311e+01,6.531388166917906801e+01
1.372356195449829102e+03,8.500000000000000000e+01,6.727200000000000557e+01,6.572500101402761175e+01,6.531584394845235408e+01
1.373669643402099609e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.572551876547203165e+01,6.531784861905177308e+01
1.374937181234359741e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.572601152414813441e+01,6.531976252452969334e+01
1.376178853034973145e+03,8.500000000000000000e+01,6.736899999999999977e+01,6.572648775042119951e+01,6.532161787400221442e+01
1.377473837137222290e+03,8.500000000000000000e+01,6.733700000000000330e+01,6.572697768916799532e+01,6.532353254113371577e+01
1.378848224401473999e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.572749025267313527e+01,6.532554213291075484e+01
1.380119718790054321e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.572795773450388879e+01,6.532738089248096003e+01
1.381384923458099365e+03,8.500000000000000000e+01,6.727200000000000557e+01,6.572841659469963815e+01,6.532919131921374856e+01
1.382725399255752563e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.572889598420186985e+01,6.533108874262944710e+01
1.383971284627914429e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.572933538286969224e+01,6.533283337080271735e+01
1.385290907382965088e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.572979440563642584e+01,6.533466160734940331e+01
1.386552745342254639e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573022726959476358e+01,6.533639108391668060e+01
1.387941468000411987e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573069691447864216e+01,6.533827356529519648e+01
1.389226998567581177e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573112544500611421e+01,6.533999685385830958e+01
1.390493553161621094e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573154188865521519e+01,6.534167674561746253e+01
1.391827320098876953e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573197433723953509e+01,6.534342672170168953e+01
1.393110267400741577e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573238448885666685e+01,6.534509176570088584e+01
1.394376138448715210e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573278366603278755e+01,6.534671729225513559e+01
1.395655566930770874e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573318162820959287e+01,6.534834289635580262e+01
1.396978185653686523e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573358730299401032e+01,6.535000525611606292e+01
1.398258486509323120e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573397453289311443e+01,6.535159706934140900e+01
1.399505635738372803e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.573434663784740906e+01,6.535313142068078207e+01
1.400819143533706665e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.573473317791297177e+01,6.535473026286723552e+01
1.402082808017730713e+03,8.500000000000000000e+01,6.653100000000000591e+01,6.573509992539999303e+01,6.535625200481972286e+01
1.403364079713821411e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.573546672346606101e+01,6.535777867529719742e+01
1.404628953456878662e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.573582389743478416e+01,6.535926990242620604e+01
1.405937110900878906e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.573618821320741290e+01,6.536079571335142191e+01
1.407199924945831299e+03,8.500000000000000000e+01,6.633799999999999386e+01,6.573653506619319842e+01,6.536225294177029355e+01
1.408491522550582886e+03,8.500000000000000000e+01,6.662800000000000011e+01,6.573688498056031904e+01,6.536372760615029165e+01
1.409828953504562378e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.573724222080528534e+01,6.536523796482836701e+01
1.411111747503280640e+03,8.500000000000000000e+01,6.665999999999999659e+01,6.573758006664758113e+01,6.536667089164120625e+01
1.412607367277145386e+03,8.500000000000000000e+01,6.688599999999999568e+01,6.573796812075499929e+01,6.536832232602969839e+01
1.413869035959243774e+03,8.500000000000000000e+01,6.695000000000000284e+01,6.573829064622697160e+01,6.536969952014354135e+01
1.415207520008087158e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573862805359328831e+01,6.537114482064257004e+01
1.416452638626098633e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573893758836561574e+01,6.537247490808044859e+01
1.417751259803771973e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573925603390495098e+01,6.537384752410903843e+01
1.419068467855453491e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573957452088575337e+01,6.537522469400914815e+01
1.420325691699981689e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.573987431940213355e+01,6.537652512398167914e+01
1.421588723421096802e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.574017144419184433e+01,6.537781791427693179e+01
1.422926480531692505e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.574048177363357581e+01,6.537917243312688242e+01
1.424255680561065674e+03,8.500000000000000000e+01,6.682099999999999795e+01,6.574078572244621910e+01,6.538050341481005034e+01
1.425520710945129395e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.574107098462781096e+01,6.538175652155507578e+01
1.426769880771636963e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.574134888307747815e+01,6.538298102200545259e+01
1.428122540235519409e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.574164562056438399e+01,6.538429267244916332e+01
1.429402124166488647e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.574192237635401170e+01,6.538551992789435019e+01
1.430669404745101929e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.574219273844488498e+01,6.538672255288693691e+01
1.431923511505126953e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.574245668266246412e+01,6.538790023833911391e+01
1.433252627611160278e+03,8.500000000000000000e+01,6.698199999999999932e+01,6.574273255150899331e+01,6.538913500094332676e+01
1.434515537500381470e+03,8.500000000000000000e+01,6.727200000000000557e+01,6.574299104540801864e+01,6.539029565359571450e+01
1.435775306940078735e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.574324541829423652e+01,6.539144131431400808e+01
1.437074411392211914e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.574350414543266652e+01,6.539261021796383488e+01
1.438354085445404053e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.574375548885876697e+01,6.539374933275078661e+01
1.439632612943649292e+03,8.500000000000000000e+01,6.727200000000000557e+01,6.574400317233045143e+01,6.539487536019278480e+01
1.440881625413894653e+03,8.500000000000000000e+01,6.727200000000000557e+01,6.574424186745631005e+01,6.539596386874637801e+01
1.442190781593322754e+03,8.500000000000000000e+01,6.707899999999999352e+01,6.574448863526754394e+01,6.539709269620357190e+01
1.443455299139022827e+03,8.500000000000000000e+01,6.714400000000000546e+01,6.574472370866641313e+01,6.539817140346428914e+01
1.444715716600418091e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.574495485633525504e+01,6.539923536056679154e+01
1.446044555902481079e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.574519517934169244e+01,6.540034503857107495e+01
1.447308993577957153e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.574542068402450923e+01,6.540138958810562997e+01
1.448586439609527588e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.574564541240721383e+01,6.540243376606849779e+01
1.449861516714096069e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.574586666267424562e+01,6.540346498162770672e+01
1.451167738199234009e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.574609018950764039e+01,6.540451008420302514e+01
1.452436857700347900e+03,8.500000000000000000e+01,6.733700000000000330e+01,6.574630437654201387e+01,6.540551466357821653e+01
1.453711679220199585e+03,8.500000000000000000e+01,6.753000000000000114e+01,6.574651659945669735e+01,6.540651311681573077e+01
1.455053027868270874e+03,8.500000000000000000e+01,6.759499999999999886e+01,6.574673677513743542e+01,6.540755228566666801e+01
1.456326250553131104e+03,8.500000000000000000e+01,6.762699999999999534e+01,6.574694284636819930e+01,6.540852798804539248e+01
1.457622544527053833e+03,8.500000000000000000e+01,6.730500000000000682e+01,6.574714976963099389e+01,6.540951079195892248e+01
1.459040382623672485e+03,7.000000000000000000e+01,6.707899999999999352e+01,6.574737281313571202e+01,6.541057365925760791e+01
1.460381371021270752e+03,7.000000000000000000e+01,6.698199999999999932e+01,6.564772725239453166e+01,6.541156742699820370e+01
1.461639941930770874e+03,7.000000000000000000e+01,6.730500000000000682e+01,6.555550513485866304e+01,6.541249006902918950e+01
