Time (sec), Heater 1 (%),Temperature 1 (degC), Energy balance (degC), FOPDT (degC)
5.668372824192047119e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.362307298934041455e+01,3.287449348688883077e+01
5.681219437122344971e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.362384778678654129e+01,3.287582993179074720e+01
5.693800599575042725e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.362459742971168453e+01,3.287712496765452386e+01
5.707033414840698242e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.362537625805168773e+01,3.287847250959669054e+01
5.721602802276611328e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.362622246446096597e+01,3.287993907293738260e+01
5.734570541381835938e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.362696581541740670e+01,3.288122952011902100e+01
5.747055304050445557e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.362767284647594579e+01,3.288245879872031452e+01
5.760259873867034912e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.362841153975784891e+01,3.288374510941517315e+01
5.772960093021392822e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.362911329541788064e+01,3.288496900691185942e+01
5.785622477531433105e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.362980455019891224e+01,3.288617643090158538e+01
5.799221837520599365e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363053772016678522e+01,3.288745908886349412e+01
5.811607913970947266e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363119725344682820e+01,3.288861473142896585e+01
5.824383945465087891e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363186943891594183e+01,3.288979432564720184e+01
5.837141394615173340e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363253252441381846e+01,3.289095973919950211e+01
5.850244939327239990e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363320525294864183e+01,3.289214394019724352e+01
5.862718486785888672e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363383787366120714e+01,3.289325925657557548e+01
5.875369701385498047e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363447186472626527e+01,3.289437867872932486e+01
5.888104052543640137e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363510234432646939e+01,3.289549360167031722e+01
5.901062886714935303e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363573612646553102e+01,3.289661609740145565e+01
5.913579263687133789e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363634087727911037e+01,3.289768881984168303e+01
5.926193392276763916e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363694309175735953e+01,3.289875865902231311e+01
5.939014098644256592e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363754779064282729e+01,3.289983455597609208e+01
5.951179575920104980e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363811478796128540e+01,3.290084489300367920e+01
5.963803746700286865e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363869625086783799e+01,3.290188255111513627e+01
5.976115279197692871e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.363925661064047290e+01,3.290288405162823437e+01
5.991789181232452393e+02,2.000000000000000000e+01,3.192000000000000171e+01,3.363996056303369642e+01,3.290414429156314213e+01
6.006772024631500244e+02,2.000000000000000000e+01,3.195200000000000173e+01,3.364062371079359082e+01,3.290533367684654564e+01
6.022157206535339355e+02,2.000000000000000000e+01,3.214600000000000080e+01,3.364129487804768814e+01,3.290653964497901995e+01
6.037608835697174072e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.364195910521505084e+01,3.290773535919223036e+01
6.053329799175262451e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.364262494025450678e+01,3.290893621679126824e+01
6.068267095088958740e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.364324840054848664e+01,3.291006272986822978e+01
6.085262858867645264e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.364394706585568429e+01,3.291132754567763641e+01
6.104264767169952393e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.364471491521442204e+01,3.291272060858511850e+01
6.124091751575469971e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.364550141125056371e+01,3.291415083322495150e+01
6.143926053047180176e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.364627345723772578e+01,3.291555813603685721e+01
6.159570515155792236e+02,2.000000000000000000e+01,3.230700000000000216e+01,3.364687218433840599e+01,3.291665186400254584e+01
6.177815902233123779e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.364755926745817760e+01,3.291790954441584915e+01
6.195027072429656982e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.364819653404873634e+01,3.291907853517065519e+01
6.208457190990447998e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.364868657996862567e+01,3.291997914014599758e+01
6.221212584972381592e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.364914622944053235e+01,3.292082521682436891e+01
6.234662089347839355e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.364962487457717089e+01,3.292170764714327191e+01
6.247553877830505371e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365007794366238159e+01,3.292254425225085868e+01
6.260169332027435303e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365051594083195141e+01,3.292335426984729452e+01
6.273258473873138428e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365096484871094162e+01,3.292418574923513575e+01
6.285753564834594727e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365138818557608147e+01,3.292497107513976573e+01
6.298382444381713867e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365181096002714867e+01,3.292575654410527619e+01
6.311666157245635986e+02,2.000000000000000000e+01,3.246800000000000352e+01,3.365225019637614423e+01,3.292657386925392871e+01
6.325551912784576416e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365270343074354287e+01,3.292741862007802212e+01
6.338667707443237305e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365312605515509858e+01,3.292820760256444146e+01
6.351307520866394043e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365352836987460705e+01,3.292895983599596121e+01
6.363650307655334473e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365391657762643263e+01,3.292968678567477525e+01
6.376414799690246582e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365431327167192421e+01,3.293043074891647137e+01
6.388759973049163818e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365469236706229594e+01,3.293114278377674964e+01
6.401201999187469482e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365506994732282919e+01,3.293185303143404496e+01
6.413988955020904541e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365545335530072180e+01,3.293257533646280422e+01
6.426542129516601562e+02,2.000000000000000000e+01,3.250000000000000000e+01,3.365582523227396905e+01,3.293327698805526893e+01
6.439179573059082031e+02,2.000000000000000000e+01,3.246800000000000352e+01,3.365619513558715425e+01,3.293397597459095039e+01
6.451538617610931396e+02,2.000000000000000000e+01,3.221000000000000085e+01,3.365655260321170772e+01,3.293465247977158583e+01
6.464464123249053955e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.365692197526090013e+01,3.293535257732260391e+01
6.477055206298828125e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.365727743838891683e+01,3.293602734864609261e+01
6.489510965347290039e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.365762490597467149e+01,3.293668793760054569e+01
6.501844151020050049e+02,2.000000000000000000e+01,3.214600000000000080e+01,3.365796491107124666e+01,3.293733530471168791e+01
6.514670565128326416e+02,2.000000000000000000e+01,3.201700000000000301e+01,3.365831429731400704e+01,3.293800154055480789e+01
6.527011437416076660e+02,2.000000000000000000e+01,3.214600000000000080e+01,3.365864644668738492e+01,3.293863586911929531e+01
6.539452407360076904e+02,2.000000000000000000e+01,3.204899999999999949e+01,3.365897735655948964e+01,3.293926877372894779e+01
6.552504470348358154e+02,2.000000000000000000e+01,3.188800000000000168e+01,3.365932032659600281e+01,3.293992575086639363e+01
6.564807293415069580e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.365963972260050241e+01,3.294053850678590578e+01
6.577077627182006836e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.365995456408313657e+01,3.294114341912352728e+01
6.590135481357574463e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.366028559103500584e+01,3.294178039772452138e+01
6.603232941627502441e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.366061350653342288e+01,3.294241238330457122e+01
6.615843973159790039e+02,2.000000000000000000e+01,3.192000000000000171e+01,3.366092539574304965e+01,3.294301441371189298e+01
6.628444275856018066e+02,2.000000000000000000e+01,3.208100000000000307e+01,3.366123329555983901e+01,3.294360964622762111e+01
6.641070041656494141e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.366153812850558324e+01,3.294419984540120083e+01
6.654229540824890137e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.366185196566794957e+01,3.294480842081419070e+01
6.666789205074310303e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.366214784557928397e+01,3.294538306476542289e+01
6.679385533332824707e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.366244105077180393e+01,3.294595337696610926e+01
6.692646527290344238e+02,2.000000000000000000e+01,3.221000000000000085e+01,3.366274594548968935e+01,3.294654734893155990e+01
6.705199480056762695e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.366303102913934708e+01,3.294710359165898694e+01
6.717721207141876221e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.366331202349056184e+01,3.294765268384152535e+01
6.730471875667572021e+02,2.000000000000000000e+01,3.214600000000000080e+01,3.366359472801838137e+01,3.294820595860684165e+01
6.743657968044281006e+02,2.000000000000000000e+01,3.195200000000000173e+01,3.366388349342486208e+01,3.294877197726751916e+01
6.756265306472778320e+02,2.000000000000000000e+01,3.188800000000000168e+01,3.366415620873442549e+01,3.294930736742387012e+01
6.768906908035278320e+02,2.000000000000000000e+01,3.188800000000000168e+01,3.366442639243820167e+01,3.294983859441362029e+01
6.781470997333526611e+02,2.000000000000000000e+01,3.192000000000000171e+01,3.366469171107911507e+01,3.295036104822502665e+01
6.794725792407989502e+02,2.000000000000000000e+01,3.201700000000000301e+01,3.366496819117173800e+01,3.295090632631342942e+01
6.807255036830902100e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.366522634254675950e+01,3.295141624848721307e+01
6.820048465728759766e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.366548677349283025e+01,3.295193145787663980e+01
6.833437585830688477e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.366575594945317107e+01,3.295246480646804343e+01
6.846346542835235596e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.366601223732465087e+01,3.295297342398704643e+01
6.858906514644622803e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.366625858599269350e+01,3.295346306744615106e+01
6.871657521724700928e+02,2.000000000000000000e+01,3.179100000000000037e+01,3.366650568123253606e+01,3.295395494348396426e+01
6.884902875423431396e+02,2.000000000000000000e+01,3.162999999999999901e+01,3.366675919433163244e+01,3.295446038475687089e+01
6.897691595554351807e+02,2.000000000000000000e+01,3.156500000000000128e+01,3.366700094701587886e+01,3.295494313561393085e+01
6.910846908092498779e+02,2.000000000000000000e+01,3.159799999999999898e+01,3.366724657222340511e+01,3.295543438557697868e+01
6.925695137977600098e+02,2.000000000000000000e+01,3.175900000000000034e+01,3.366752013066638938e+01,3.295598242175506698e+01
6.939424214363098145e+02,2.000000000000000000e+01,3.169399999999999906e+01,3.366776964526036409e+01,3.295648315246729965e+01
6.951996529102325439e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.366799528757678672e+01,3.295693669536998982e+01
6.964649794101715088e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.366821966734886473e+01,3.295738838595567444e+01
6.977711217403411865e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.366844846243515121e+01,3.295784967787156461e+01
6.990318281650543213e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.366866661143848205e+01,3.295829018636956675e+01
7.003261899948120117e+02,2.000000000000000000e+01,3.185500000000000043e+01,3.366888787193295229e+01,3.295873766528834636e+01
7.015877254009246826e+02,2.000000000000000000e+01,3.192000000000000171e+01,3.366910090823262180e+01,3.295916917559263482e+01
7.029278504848480225e+02,2.000000000000000000e+01,3.192000000000000171e+01,3.366932442636027645e+01,3.295962262564728462e+01
7.042198479175567627e+02,2.000000000000000000e+01,3.208100000000000307e+01,3.366953722892770884e+01,3.296005502260467779e+01
7.054929721355438232e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.366974437328718750e+01,3.296047657344075077e+01
7.067491154670715332e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.366994630426273716e+01,3.296088814130423827e+01
7.080934836864471436e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367015975505569259e+01,3.296132386883618182e+01
7.093596470355987549e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367035830109239214e+01,3.296172980928923835e+01
7.106253054141998291e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367055438610071860e+01,3.296213132968123460e+01
7.119501187801361084e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367075711638216262e+01,3.296254710469521854e+01
7.132260713577270508e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367094996261852202e+01,3.296294322929807663e+01
7.145204942226409912e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367114321715729375e+01,3.296334080722898108e+01
7.157803936004638672e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367132903976965963e+01,3.296372368455114099e+01
7.172108726501464844e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367153733314819419e+01,3.296415355486909249e+01
7.184696445465087891e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367171828709007286e+01,3.296452761037612333e+01
7.197183270454406738e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367189565690603104e+01,3.296489481117541231e+01
7.209931976795196533e+02,2.000000000000000000e+01,3.214600000000000080e+01,3.367207458057356462e+01,3.296526579183744587e+01
7.223166005611419678e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367225802874980900e+01,3.296564674857258126e+01
7.235782682895660400e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367243077605292001e+01,3.296600604304260429e+01
7.248669555187225342e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367260509006086977e+01,3.296636915297484904e+01
7.262023007869720459e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367278346941878908e+01,3.296674131836605426e+01
7.274762985706329346e+02,2.000000000000000000e+01,3.214600000000000080e+01,3.367295154877245977e+01,3.296709254635745623e+01
7.287762775421142578e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367312096365429852e+01,3.296744711399407635e+01
7.300512392520904541e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367328509025395533e+01,3.296779114716316883e+01
7.313596720695495605e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367345146347258833e+01,3.296814043213687029e+01
7.326134636402130127e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367360895229285234e+01,3.296847157633050074e+01
7.338972327709197998e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367376826716605365e+01,3.296880707202689109e+01
7.351470429897308350e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367392150484522517e+01,3.296913026307539241e+01
7.365755500793457031e+02,2.000000000000000000e+01,3.217799999999999727e+01,3.367409443081731979e+01,3.296949556476170073e+01
7.379139709472656250e+02,8.500000000000000000e+01,3.211299999999999955e+01,3.367425432701912769e+01,3.296983390584839668e+01
7.392069501876831055e+02,8.500000000000000000e+01,3.208100000000000307e+01,3.409204561967538893e+01,3.297015719547162860e+01
7.405440711975097656e+02,8.500000000000000000e+01,3.204899999999999949e+01,3.451870700218421462e+01,3.297048787837849204e+01
7.418345954418182373e+02,8.500000000000000000e+01,3.185500000000000043e+01,3.492535621109351496e+01,3.297080356208356022e+01
7.432507400512695312e+02,8.500000000000000000e+01,3.188800000000000168e+01,3.536584065907436525e+01,3.297114609013780751e+01
7.446416149139404297e+02,8.500000000000000000e+01,3.211299999999999955e+01,3.579267720433335853e+01,3.297147859426619476e+01
7.460672807693481445e+02,8.500000000000000000e+01,3.217799999999999727e+01,3.622430864334592115e+01,3.297181543930470582e+01
7.474105215072631836e+02,8.500000000000000000e+01,3.217799999999999727e+01,3.662560097125179936e+01,3.297212916888663869e+01
7.487307434082031250e+02,8.500000000000000000e+01,3.250000000000000000e+01,3.701498493734692374e+01,3.297243411898348597e+01
7.501179161071777344e+02,8.500000000000000000e+01,3.250000000000000000e+01,3.741880329377846692e+01,3.297275093958153747e+01
7.514713294506072998e+02,8.500000000000000000e+01,3.282200000000000273e+01,3.780760836998047125e+01,3.297305654000974329e+01
7.527937421798706055e+02,8.500000000000000000e+01,3.282200000000000273e+01,3.818261798311061739e+01,3.332953906202494210e+01
7.541669898033142090e+02,8.500000000000000000e+01,3.314500000000000313e+01,3.856698749254161385e+01,3.369559064468232634e+01
7.555915968418121338e+02,8.500000000000000000e+01,3.330599999999999739e+01,3.896035308568360733e+01,3.407093147660943799e+01
7.569645512104034424e+02,8.500000000000000000e+01,3.346699999999999875e+01,3.933433473141991499e+01,3.442847119362954800e+01
7.583207495212554932e+02,8.500000000000000000e+01,3.372500000000000142e+01,3.969887617958613646e+01,3.477765392999008043e+01
7.596432313919067383e+02,8.500000000000000000e+01,3.378900000000000148e+01,4.004974276460109195e+01,3.511437628109256082e+01
7.610474576950073242e+02,8.500000000000000000e+01,3.411099999999999710e+01,4.041737131560597618e+01,3.546787305833616699e+01
7.624073367118835449e+02,8.500000000000000000e+01,3.411099999999999710e+01,4.076861175669739623e+01,3.580628576248921036e+01
7.636977872848510742e+02,8.500000000000000000e+01,3.443399999999999750e+01,4.109762384442439043e+01,3.612389388306523585e+01
7.650566184520721436e+02,8.500000000000000000e+01,3.456300000000000239e+01,4.143960179844583536e+01,3.645466068575085927e+01
7.663697118759155273e+02,8.500000000000000000e+01,3.475600000000000023e+01,4.176576467694741268e+01,3.677075514232683418e+01
7.677210578918457031e+02,8.500000000000000000e+01,3.507800000000000296e+01,4.209706447813249497e+01,3.709246656629414929e+01
7.691460790634155273e+02,8.500000000000000000e+01,3.539999999999999858e+01,4.244168863032848549e+01,3.742781593042155919e+01
7.704531002044677734e+02,8.500000000000000000e+01,3.562599999999999767e+01,4.275355116591083515e+01,3.773191464352613167e+01
7.717479188442230225e+02,8.500000000000000000e+01,3.572299999999999898e+01,4.305856405882082072e+01,3.802992591244858289e+01
7.730678033828735352e+02,8.500000000000000000e+01,3.604500000000000171e+01,4.336549459735948631e+01,3.833041472302409858e+01
7.744644381999969482e+02,8.500000000000000000e+01,3.604500000000000171e+01,4.368594234926746367e+01,3.864479825151106951e+01
7.757889161109924316e+02,8.500000000000000000e+01,3.636699999999999733e+01,4.398577010106885155e+01,3.893957781728454393e+01
7.770938053131103516e+02,8.500000000000000000e+01,3.639900000000000091e+01,4.427734124090886780e+01,3.922683323559334667e+01
7.785008223056793213e+02,8.500000000000000000e+01,3.668900000000000006e+01,4.458753326949749862e+01,3.953309087058539717e+01
7.798114380836486816e+02,8.500000000000000000e+01,3.697899999999999920e+01,4.487260038207938351e+01,3.981515309351108556e+01
7.811214826107025146e+02,8.500000000000000000e+01,3.701200000000000045e+01,4.515385630320565724e+01,4.009403050877814678e+01
7.826339302062988281e+02,8.500000000000000000e+01,3.733400000000000318e+01,4.547403965216369670e+01,4.041223101877591262e+01
7.841626870632171631e+02,8.500000000000000000e+01,3.765599999999999881e+01,4.579281032543491392e+01,4.072981294090239857e+01
7.855378551483154297e+02,8.500000000000000000e+01,3.778499999999999659e+01,4.607543228366256471e+01,4.101205241337353868e+01
7.868934445381164551e+02,8.500000000000000000e+01,3.797899999999999920e+01,4.635025830924996626e+01,4.128712581012040062e+01
7.883075528144836426e+02,8.500000000000000000e+01,3.830100000000000193e+01,4.663300769963620951e+01,4.157078141023808371e+01
7.896185810565948486e+02,8.500000000000000000e+01,3.862299999999999756e+01,4.689159672121559197e+01,4.183079083676727805e+01
7.909887509346008301e+02,8.500000000000000000e+01,3.894500000000000028e+01,4.715824696193311638e+01,4.209951076277695847e+01
7.923720774650573730e+02,8.500000000000000000e+01,3.917099999999999937e+01,4.742376765658514159e+01,4.236771620711960651e+01
7.936998140811920166e+02,8.500000000000000000e+01,3.949300000000000210e+01,4.767517495123377103e+01,4.262225196027250718e+01
7.950738756656646729e+02,8.500000000000000000e+01,3.965400000000000347e+01,4.793184753210755389e+01,4.288271982500108948e+01
7.964297716617584229e+02,8.500000000000000000e+01,3.994400000000000261e+01,4.818167462449935101e+01,4.313683713233533012e+01
7.979004580974578857e+02,8.500000000000000000e+01,4.026700000000000301e+01,4.844882573651534585e+01,4.340924113811495033e+01
7.992652318477630615e+02,8.500000000000000000e+01,4.055700000000000216e+01,4.869322201486590984e+01,4.365905857599599926e+01
8.005941128730773926e+02,8.500000000000000000e+01,4.113700000000000045e+01,4.892798097356705966e+01,4.389959106043674808e+01
8.020251488685607910e+02,8.500000000000000000e+01,4.152300000000000324e+01,4.917729055467088983e+01,4.415565257656194831e+01
8.033515427112579346e+02,8.500000000000000000e+01,4.184599999999999653e+01,4.940517361720389999e+01,4.439027858571240870e+01
8.047520589828491211e+02,8.500000000000000000e+01,4.216799999999999926e+01,4.964249750349256374e+01,4.463521737169354253e+01
8.060778603553771973e+02,8.500000000000000000e+01,4.216799999999999926e+01,4.986408270826069611e+01,4.486446992115250509e+01
8.074941587448120117e+02,8.500000000000000000e+01,4.249000000000000199e+01,5.009752904796732764e+01,4.510658887453745081e+01
8.088707416057586670e+02,8.500000000000000000e+01,4.281300000000000239e+01,5.032123985700616231e+01,4.533919564855506223e+01
8.101994738578796387e+02,8.500000000000000000e+01,4.310300000000000153e+01,5.053423125635697488e+01,4.556120020250655500e+01
8.117655994892120361e+02,8.500000000000000000e+01,4.345700000000000074e+01,5.078161427012992135e+01,4.581973169142509050e+01
8.134985585212707520e+02,8.500000000000000000e+01,4.377900000000000347e+01,5.105079997573022865e+01,4.610189851214406076e+01
8.152366087436676025e+02,8.500000000000000000e+01,4.410199999999999676e+01,5.131605170620065337e+01,4.638083093038973459e+01
8.166597628593444824e+02,8.500000000000000000e+01,4.442399999999999949e+01,5.152977680283760265e+01,4.660623770393906540e+01
8.181771128177642822e+02,8.500000000000000000e+01,4.474600000000000222e+01,5.175425912151922603e+01,4.684363737624141066e+01
8.196290597915649414e+02,8.500000000000000000e+01,4.474600000000000222e+01,5.196583674331736802e+01,4.706801097200327888e+01
8.210128865242004395e+02,8.500000000000000000e+01,4.506799999999999784e+01,5.216458989060191698e+01,4.727934574497483311e+01
8.224744791984558105e+02,8.500000000000000000e+01,4.529399999999999693e+01,5.237148324397384158e+01,4.749992614662058088e+01
8.238748931884765625e+02,8.500000000000000000e+01,4.539099999999999824e+01,5.256683711218784083e+01,4.770876813163955887e+01
8.251597762107849121e+02,8.500000000000000000e+01,4.571300000000000097e+01,5.274362899193903331e+01,4.789824899967040750e+01
8.263933618068695068e+02,8.500000000000000000e+01,4.603499999999999659e+01,5.291118824108025365e+01,4.807826602517609871e+01
8.277511043548583984e+02,8.500000000000000000e+01,4.616400000000000148e+01,5.309318000425804485e+01,4.827427364691121880e+01
8.290594604015350342e+02,8.500000000000000000e+01,4.635699999999999932e+01,5.326617137259785295e+01,4.846106503328873316e+01
8.302770326137542725e+02,8.500000000000000000e+01,4.667999999999999972e+01,5.342508668560213891e+01,4.863307535962142225e+01
8.314758875370025635e+02,8.500000000000000000e+01,4.667999999999999972e+01,5.357963028829698260e+01,4.880074471528541125e+01
8.327522304058074951e+02,8.500000000000000000e+01,4.693800000000000239e+01,5.374208451072064463e+01,4.897741993568901364e+01
8.339684002399444580e+02,8.500000000000000000e+01,4.700200000000000244e+01,5.389490966723536758e+01,4.914402644754661509e+01
8.352106394767761230e+02,8.500000000000000000e+01,4.732399999999999807e+01,5.404904985070038492e+01,4.931247001412563691e+01
8.366280779838562012e+02,8.500000000000000000e+01,4.764600000000000080e+01,5.422253902993077190e+01,4.950255208334728252e+01
8.379817576408386230e+02,8.500000000000000000e+01,4.796900000000000119e+01,5.438587720136888493e+01,4.968199986708363980e+01
8.392419435977935791e+02,8.500000000000000000e+01,4.796900000000000119e+01,5.453590026614097042e+01,4.984724420128843292e+01
8.404430804252624512e+02,8.500000000000000000e+01,4.819400000000000261e+01,5.467709088189303657e+01,5.000313853494631644e+01
8.416943840980529785e+02,8.500000000000000000e+01,4.829099999999999682e+01,5.482232978955670433e+01,5.016389293982898323e+01
8.429244751930236816e+02,8.500000000000000000e+01,4.858100000000000307e+01,5.496328997917419201e+01,5.032029668112735976e+01
8.441381604671478271e+02,8.500000000000000000e+01,4.861299999999999955e+01,5.510062635616208127e+01,5.047305108313905464e+01
8.455156776905059814e+02,8.500000000000000000e+01,4.893599999999999994e+01,5.525442888859049617e+01,5.064456378387438917e+01
8.473091595172882080e+02,8.500000000000000000e+01,4.916100000000000136e+01,5.545142044305902118e+01,5.086493748813504112e+01
8.491422569751739502e+02,8.500000000000000000e+01,4.925800000000000267e+01,5.564902152124898294e+01,5.108680106637048368e+01
8.506775939464569092e+02,8.500000000000000000e+01,4.957999999999999829e+01,5.581166342237492017e+01,5.127003568142174572e+01
8.520985720157623291e+02,8.500000000000000000e+01,4.990200000000000102e+01,5.595990327280219390e+01,5.143754583320703233e+01
8.536805651187896729e+02,8.500000000000000000e+01,5.022500000000000142e+01,5.612239214207721716e+01,5.162171837958831588e+01
8.552801828384399414e+02,8.500000000000000000e+01,5.054699999999999704e+01,5.628400256935424295e+01,5.180549034793150298e+01
8.565893518924713135e+02,8.500000000000000000e+01,5.054699999999999704e+01,5.641428689223761239e+01,5.195408189511489638e+01
8.579070193767547607e+02,8.500000000000000000e+01,5.080499999999999972e+01,5.654364070028003653e+01,5.210201004026043847e+01
8.592944991588592529e+02,8.500000000000000000e+01,5.086899999999999977e+01,5.667794734973449522e+01,5.225602991156350186e+01
8.606195845603942871e+02,8.500000000000000000e+01,5.119100000000000250e+01,5.680441866194939848e+01,5.240147035802340270e+01
8.618445444107055664e+02,8.500000000000000000e+01,5.119100000000000250e+01,5.691979359312728093e+01,5.253449999391632019e+01
8.632176988124847412e+02,8.500000000000000000e+01,5.138499999999999801e+01,5.704739026932054458e+01,5.268201797525422592e+01
8.645136904716491699e+02,8.500000000000000000e+01,5.151400000000000290e+01,5.716615540802899886e+01,5.281970643895162709e+01
8.657609722614288330e+02,8.500000000000000000e+01,5.173899999999999721e+01,5.727895307823450821e+01,5.295082300514194884e+01
8.670718393325805664e+02,8.500000000000000000e+01,5.183599999999999852e+01,5.739593178036102472e+01,5.308716282602403425e+01
8.683188815116882324e+02,8.500000000000000000e+01,5.212599999999999767e+01,5.750574125738597786e+01,5.321548931486977096e+01
8.696191115379333496e+02,8.500000000000000000e+01,5.215800000000000125e+01,5.761872372065920445e+01,5.334787654237463528e+01
8.709515354633331299e+02,8.500000000000000000e+01,5.247999999999999687e+01,5.773292461493451810e+01,5.348206169944173638e+01
8.723094508647918701e+02,8.500000000000000000e+01,5.247999999999999687e+01,5.784768782863943670e+01,5.361728966844853517e+01
8.736077971458435059e+02,8.500000000000000000e+01,5.247999999999999687e+01,5.795590544878587025e+01,5.374516226529571838e+01
8.748845121860504150e+02,8.500000000000000000e+01,5.247999999999999687e+01,5.806089849507389999e+01,5.386956247784513607e+01
8.762029070854187012e+02,8.500000000000000000e+01,5.273799999999999955e+01,5.816785897215055456e+01,5.399664235603187024e+01
8.774647471904754639e+02,8.500000000000000000e+01,5.280299999999999727e+01,5.826885975328548284e+01,5.411697025341197076e+01
